346.706205021,283.65100433,443.97174987,430.452139224,398.797665787,466.032688091,482.581470409,604.128049756,493.390831837,783.423872105,497.216216503,626.286005919,549.844713708,616.606091209,702.852387286,634.320474921,863.780298867,798.708057409,799.150550948,830.747726619,896.493334246,884.59626834,933.182086603,965.325142226,1096.51584014,952.629831917,962.948914853,921.144165881,986.278944251,1106.21544196,1019.3872425,1085.7125714,1152.14228332,1206.66447214,1069.70231804,1168.92418605,1142.46146472,1150.85606834,1158.05282845,1208.33657392,1213.39182104,1109.3326989,1240.93243948,1128.54021334,1259.95604075,1219.63335198,1114.11886187,1185.01887705,1219.36360517,1222.61455542,1231.97461092,1243.83606587,1279.47602446,1282.38681839,1281.26362265,1197.59773197,1253.27229182,1416.0910819
249.33835278,270.274663915,419.709224599,381.89782458,393.904009299,464.974721537,466.235565545,459.840031671,449.475958329,548.039179561,492.648044128,603.799276744,520.624204896,588.049170774,698.861071765,616.125999222,755.044107736,765.618084228,770.71141476,798.746261743,830.241502406,872.717364582,904.880580275,894.528239672,886.88336682,883.556199829,941.02701427,872.846863811,980.339527378,1044.88578017,995.167622363,1055.62437625,1069.27803144,1106.08532109,1020.12409612,1126.16803151,1095.73195527,1131.65588416,1142.99080811,1198.986828,1159.98654324,1105.60598036,1199.80057035,1100.17885622,1147.64521493,1093.08915728,1090.09368434,1161.12530404,1195.16067489,1217.80052328,1192.35466151,1204.25676751,1195.96703766,1245.42610962,1196.30305144,1194.31791001,1186.21553954,1332.57057259
177.762335042,258.674632232,316.168728731,299.592725936,336.165493427,454.303291338,445.612521189,392.574257228,446.512747266,495.447896161,423.926294403,498.886019521,507.593916763,585.540561911,688.536008153,600.157504573,745.143391877,728.816310015,694.098581525,783.46748264,829.98742647,837.981777656,872.876006328,848.875172596,875.678620212,849.326564958,900.580768228,871.507235027,977.945386431,974.062006386,990.369119296,1054.608643,1044.83952823,1089.8568597,1016.04100886,1119.87317632,1095.38760198,1124.89566456,1133.67130842,1107.09112555,1140.91843418,1085.49921994,1150.56539059,1098.64863824,1060.71699909,1092.11773784,1054.77711339,1132.91128004,1153.44549224,1209.01050622,1188.60006347,1166.05768604,1161.6379702,1193.45960927,1155.08951006,1186.76343345,1167.11470729,1263.09440491
152.148481136,256.770507167,296.598342911,291.138012609,335.914420512,402.112571988,436.773659153,352.167289742,422.081624083,447.964640696,423.628992558,478.246036553,505.538443281,581.751675177,654.609931045,599.670281838,738.015937378,707.742181834,692.210084181,782.491606608,814.796607608,807.259673939,865.416758202,814.016996207,843.181231419,836.471945253,878.687275175,841.061358689,962.30200069,969.133580831,974.052666681,1052.84665785,1044.19873492,1073.78250389,988.402689375,1116.93298321,1093.29323797,1109.77356685,1119.88754933,1097.89197087,1107.2443171,1078.53466784,1147.62094456,1050.18100549,1049.62872604,1074.726607,1014.91160157,1131.6840853,1126.41137108,1135.20745973,1175.10465791,1163.94369464,1142.30537418,1189.14793313,1155.08016591,1185.3041697,1155.11326076,1181.41438842
152.130045847,256.240018254,292.700623237,277.77338017,300.2239253,396.733763753,427.885374218,351.934809932,366.966264475,444.531402739,398.533786875,475.991055207,505.27813128,569.590714899,600.502482729,593.315005338,683.991994804,703.360694775,677.44798022,775.128037973,804.942130702,776.367711044,858.573981424,807.680728057,820.329226581,830.801380608,877.778304536,835.688404272,960.509420319,967.042959003,965.857685718,1035.03214454,1034.45633408,1058.16748601,976.125788829,1107.82618219,1091.16795228,1101.1186018,1119.41634744,1064.02026581,1083.06842595,1049.80910114,1140.73467332,1036.39167176,1039.67419571,1059.35673771,1014.53155339,1124.62615286,1123.92921401,1090.02725202,1169.0414033,1126.93146373,1114.1734605,1166.90105526,1140.78482057,1185.21366726,1140.93009769,1144.39681138
136.733451771,253.729768167,274.060592643,275.868904463,293.537245365,352.833874019,427.391938952,338.986251771,365.529315577,439.033658217,387.97852032,454.584033417,503.071855296,531.928222359,594.234623252,584.306070394,653.936393013,694.219275568,668.532255023,770.341186867,792.1601989,773.630893942,796.181791305,801.354491654,809.280791559,827.497593421,871.85398528,818.628273994,946.363459592,949.723032297,943.084131635,1034.13414279,1030.09815265,1049.58940599,968.409893799,1103.35591115,1087.01706033,1084.51861268,1098.49193095,1057.08107491,1077.20154842,1032.74771862,1117.88696613,1023.52253191,1039.24005659,999.874163579,993.719957254,1113.40558222,1103.92142894,1087.61286249,1153.1466239,1125.53097113,1096.87923712,1096.71778311,1137.82414691,1152.16523199,1140.6122987,1140.55410691
100.284880076,253.19355845,272.290830145,256.469905181,278.92496022,333.133086142,392.698791866,337.615511991,363.934216753,430.691447778,385.84795716,451.675318006,500.710315635,530.269890237,592.751610018,562.529932603,649.995299687,685.112683466,662.845858857,757.236885152,790.163920455,746.83302516,768.331759826,791.935782325,800.552761599,815.430679629,866.421315595,816.67825175,945.58347539,946.783231044,941.486844568,1029.39388736,1020.54458466,1047.77177172,964.587645738,1079.10054257,1072.91850312,1070.8343853,1098.24826312,1042.51439686,1043.30067021,1019.49866872,1086.61730985,1007.37485767,1034.45196416,999.727398646,992.851912961,1086.54605173,1102.27511471,1083.55450959,1153.01336926,1117.26412666,1096.36339747,1095.14019439,1111.35187584,1148.24437008,1138.55474512,1130.77034908
61.0090943445,233.694617558,265.821003282,254.909172249,273.43283048,327.862991179,390.019353297,333.303192795,358.907762689,384.888923369,381.505990328,446.732464418,485.151943245,529.927305396,584.507356851,546.126067756,644.286108444,672.597951663,656.737422741,756.209707949,776.333004247,744.013586633,767.795269858,756.116407428,790.629709329,814.646741109,842.905746322,814.182588437,935.581083984,945.963931587,935.52596978,1018.69418174,1015.89741307,1043.89160984,964.225676137,1059.03697343,1054.35884486,1068.22009069,1098.14841796,1041.51222816,1037.24155409,1013.54984354,1079.34432272,1005.63148384,1032.45684798,997.078799682,985.505245261,1036.50820064,1091.10155474,1074.44583307,1149.96368419,1098.64588127,1093.9661352,1083.62983397,1104.59087817,1110.75592089,1110.69843914,1126.89950727
52.7219466279,231.898286817,254.773250321,240.541491708,262.227762784,327.554540526,387.495661557,318.232477048,357.045071713,378.725325214,380.281769361,436.752495656,463.539414401,516.457098382,580.033563022,535.914144495,614.400400516,670.129780359,650.076567539,746.261199049,746.08671995,742.155682383,757.064664105,754.900088781,790.32398173,812.222829404,836.140079297,809.951768007,932.274594223,922.019588757,933.942735988,1000.41360745,1009.06070387,1043.3558132,962.631464307,1056.5443816,1050.96220386,1051.21337201,1094.53945403,1026.01008532,1031.97929323,1001.93483173,1063.92981531,997.255158165,1031.41732727,990.913277253,984.499433121,1030.0993375,1090.7213388,1073.36985232,1124.03465141,1087.7601817,1084.74866615,1068.84161941,1103.64341764,1109.72334221,1104.55653112,1118.41832791
50.8254324638,229.963964128,253.193928509,239.247764648,256.086363353,326.857419704,376.995785582,312.628812541,334.837472712,372.862064432,377.25394634,432.386511997,445.156488193,510.941061453,579.043132747,532.81106575,595.630221163,657.685821204,648.549282646,694.665699296,745.770546723,738.055719253,751.075133086,706.393529892,784.422356337,808.992814087,836.039588965,800.561341072,931.260249689,919.553803895,933.174818067,985.481281506,1002.51541731,1039.85944659,961.45839673,1051.16990411,1033.19634835,1039.34804248,1073.47424492,1023.39765761,1027.39183733,998.158420023,1035.8999422,990.786044368,1022.99920097,973.565223282,981.351308602,1026.55832135,1083.35550441,1056.49810593,1122.33855976,1075.25585456,1083.15501875,1066.43300039,1102.9496386,1108.54453753,1099.88265108,1111.37975372
